name,roles,uuid,field_section_title,field_position_title,field_academic,field_staff_number,field_employment_year_title
LucasQuinn,teacher,59b73434-a898-414c-b300-0fe9009fb08b,"Department of Medicine",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041259,2006/2007
LucasRose,teacher,8f500ab2-c918-4287-9d01-0183b79cb9bd,"Department of Medicine",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022075,2006/2007
LucasWoods,staff,91912761-972e-4137-8e00-db9e3416fcfc,"College of Medical Sciences",,0,PEDU0041668,2010/2011
LucyLamb,teacher,d6d9011f-158f-4f3c-8500-f6a83a30a9ad,"Department of Anaesthesiology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041431,2006/2007
LucyNolan,secretary,83758537-8014-4a13-a500-b20d151371c2,"Exams & Records",5bd40d68-a530-2d24-496c-f7d9e6be64ef,0,PEDU0041735,2008/2009
LucyReed,teacher,5f4b4b70-c6ea-4a62-ae00-e00ca6c42e3f,"Department of Oral Diagnosis & Radiology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041409,2006/2007
LukeBuckley,teacher,2a29204d-321e-42e9-a55b-91a3299f0387,"Department of Biochemistry",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041301,2006/2007
LukeFraser,teacher,eec60251-a733-4cf8-bc42-66599fecc33e,"Department of Chemistry",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041315,2006/2007
LukeGarner,staff,17fee8f9-0a23-4d8d-b746-709090996b79,"Faculty of Engineering",8e3b858a-be06-4659-8100-0b9007b901d8,0,PEDU0041655,2008/2009
LukeGray,teacher,5c63a00d-318c-4d63-a127-39d9131a8234,"Department of Pharmaceutical Chemistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041288,2006/2007
LydiaFerguson,teacher,d25971ca-13be-425d-a005-05e2e88004a9,"Department of History",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041386,2006/2007
LydiaGraham,teacher,199f5cde-b846-45d5-a501-1a7d8473da9d,"Department of Aerospace Engineering",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041398,2006/2007
LydiaHarding,secretary,b285d982-2549-4060-894a-7454e7d319b9,"Department of Periodontics Dentistry",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041699,2006/2007
LydiaHargreaves,secretary,440c5b62-667f-4800-b900-a8363e5168d4,"Department of Civil & Structural Engineering",5bd40d68-a530-2d24-496c-f7d9e6be64ef,0,PEDU0041739,2008/2009
LydiaSaunders,teacher,9146285d-8098-4997-8000-e2fe01a766b0,"College of Medical Sciences",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041404,2006/2007
LydiaSutton,teacher,c0446f08-07a1-4a56-9b01-1e2953ae55b7,"Department of Physics",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041507,2006/2007
LydiaWhite,teacher,65c4ce12-fbb8-4281-921f-313aecedc569,"Department of Civil & Structural Engineering",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041400,2006/2007
MaddisonPorter,staff,70085a96-c466-4e3d-8705-5caca9f1092e,"Department of Computer Science",,0,PEDU0041547,2006/2007
MaddisonReed,teacher,7cd1b290-3b3a-44a1-9a04-4cddfd931770,"Department of Optometry",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041501,2006/2007
MadeleineHutchinson,teacher,3e3fc900-09d8-4de3-8109-9ff9a643cad6,"Department of Pharmaceutical Microbiology",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041510,2006/2007
MadisonSimmons,staff,e8b7c442-f014-4e18-bc3e-62a217e6cb9c,"Department of Aerospace Engineering",,0,PEDU0041576,2007/2008
MaisieFox,teacher,8175c16d-a4d1-47db-a600-efaa89239aac,"Department of Medicine",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041433,2006/2007
MaisiePritchard,teacher,476c38ed-9e97-452b-8c00-b49b377ca5ac,"Department of History",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041442,2006/2007
MasonFoster,teacher,1a7f407f-e3ae-4815-a500-ae390e2d1599,"Department of Mental Health",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017320,2006/2007
MasonHaynes,staff,6e18d437-8717-4104-8212-182cc730c6e3,"University Administration and Services",ca4e4218-69b5-433e-864c-768d9ff88c7d,0,PEDU0041671,2010/2011
MasonSkinner,teacher,c9c75688-0b52-49c6-ad00-abd1deb40ed6,"Department of Linguistics",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0017333,2006/2007
MatildaCameron,teacher,44164bd0-4eed-49dc-a900-fd8aa8a1cd02,"Department of Clinical Pharmacy",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041508,2006/2007
MatildaFry,staff,ab1394ed-925c-4970-af00-b604c340aef2,"Department of Fine and Applied Art",,0,PEDU0041573,2007/2008
MatildaGreen,secretary,d717d783-caea-4927-ab1d-29da7dbee4b1,"College of Medical Sciences",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041694,2006/2007
MaxHenderson,teacher,2c9fb4ca-b191-4b82-8100-f7d378bd7b12,"Department of History",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022001,2006/2007
MaxMorton,teacher,60e47afb-dbab-461e-9c07-7c9fecc07bdf,"Institute of Sport",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041334,2006/2007
MaxSpencer,staff,551bc022-789d-40a7-af25-37a5b54b70d3,"School of Dentistry",,0,PEDU0041665,2010/2011
MayaHutchinson,secretary,b13cd4b6-1e31-419a-b400-bdf978f31eff,"Department of Physics",5bd40d68-a530-2d24-496c-f7d9e6be64ef,0,PEDU0041712,2007/2008
MayaJames,secretary,32f4ec00-bcb3-46ea-a757-871136264054,"Department of Mathematics",5bd40d68-a530-2d24-496c-f7d9e6be64ef,0,PEDU0041711,2007/2008
MayaLloyd,teacher,f7aca401-d1c4-420b-8702-2be6cbc6a234,"Department of Medical Laboratory Science",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041383,2006/2007
MayaWhite,teacher,e9e02b10-1583-4cce-ae00-ab49ab8d6f8a,"Institute of Sport",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041394,2006/2007
MeganBell,teacher,df9e01d1-3d1a-4523-9e09-9f225f4c26c5,"Department of Philosophy",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041486,2006/2007
MeganFleming,secretary,777ba76d-6c9b-4b84-a562-981e6707e52b,"Department of Optometry",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041706,2006/2007
MeganShaw,teacher,82bb54af-af6d-4436-9a00-a26052cf793c,"Department of Mechanical Engineering",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041396,2006/2007
MeganWoodward,teacher,3ff190a7-90cb-46eb-9212-18e2a5861245,"Department of Microbiology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041500,2006/2007
MelissaAbbott,teacher,1d1c60ac-560b-4203-8023-35d94045f168,"Department of Linguistics",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041485,2006/2007
MelissaBurgess,teacher,3a55bb73-243f-4dd6-9900-fb043f97d8c1,"Department of Pharmaceutical Chemistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041426,2006/2007
MelissaDodd,staff,f2716389-f732-489d-9300-ea609d801566,"Department of Computer Science",,0,PEDU0041548,2006/2007
MelissaHargreaves,teacher,7e3df71a-9d19-4b53-b900-b7b84dea5628,"Department of Periodontics Dentistry",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041453,2006/2007
MelissaMatthews,teacher,6b90bfa0-a427-4c67-9000-d7906a14ecb6,"Department of Theatre Arts",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041487,2006/2007
MelissaNorton,teacher,60d1b67b-1ff3-457b-9b26-3886476dbd53,"Exams & Records",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041447,2006/2007
MelissaPeters,teacher,4d91290f-4651-4329-a800-d7717adc356c,"Department of Geology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041464,2006/2007
MiaGordon,teacher,70ecec98-91cc-4423-9106-6a8a64100cc3,"Department of Restorative Dentistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041455,2006/2007
MiaHartley,teacher,9eb41357-f274-4af6-9e00-f7076ee601da,"Department of Surgery",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041436,2006/2007
MiaLaw,teacher,fc2f2ea2-03c8-41f3-a608-8d3b8fe8bfff,"Department of Restorative Dentistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041413,2006/2007
MiaPollard,staff,7262cc51-a33a-4e93-b000-e6c2e882ad43,"Department of Microbiology",,0,PEDU0041559,2007/2008
MichaelCurtis,teacher,ea00ae7d-2c26-43a8-9f0c-1227bd552fcf,"Department of Pharmaceutics",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0022070,2006/2007
MillieAustin,teacher,46c78dc2-c7cd-4127-8957-87f5b4924b0d,"Department of Plant Biology and Biotechnology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041419,2006/2007
MillieBlake,teacher,9dd6bd92-95d9-414f-8600-c59a0f1b61b0,"Department of Philosophy",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041444,2006/2007
MillieField,staff,5d8e7a50-24f3-45f7-9900-d70a3604cfa1,"Department of Biochemistry",0ce724da-92da-7744-35b8-10bed19d959b,0,PEDU0041550,2006/2007
MohammadBarrett,teacher,738cd780-4c39-48f9-a303-3e878e009da2,"Department of Optometry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0032802,2006/2007
MohammadBird,staff,708d75fc-fee9-4b1c-be5a-90242c5fd056,"Department of Pharmaceutical Chemistry",0ce724da-92da-7744-35b8-10bed19d959b,0,PEDU0041603,2006/2007
MohammadDodd,staff,20497103-a2d7-43b9-be00-aeeaed9e7c25,"Department of Mathematics",,0,PEDU0041613,2007/2008
MohammadDouglas,staff,92350883-9525-4490-a94e-781108cf0c7a,"School of Dentistry",,0,PEDU0041662,2010/2011
MohammadWallace,staff,8b4fd8a9-73de-4dc1-ae08-087d6af0e8c4,"University Administration and Services",00679542-3237-4184-7dc1-3874f2f4ae67,0,PEDU0041681,2010/2011
MohammedAtkinson,teacher,a0007a4d-3483-4e3e-8525-379f681722da,"Department of Mathematics",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0022024,2006/2007
MohammedKay,teacher,60b99255-804f-419f-8307-0779df95ce17,"Institute of Sport",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041328,2006/2007
MohammedTalbot,teacher,a5486419-a702-4113-9040-6452ce683231,"Department of Oral Surgery & Pathology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022011,2006/2007
MollieHamilton,teacher,6d6fd2f6-84f6-48d3-9b00-a10768bac33e,"Department of Plant Biology and Biotechnology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041461,2006/2007
MollieWilliams,teacher,0c6c6509-9b03-476a-9501-1e3a1a64604d,"Department of Medical Laboratory Science",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041438,2006/2007
MollySmart,teacher,36980e2b-cb0f-4a79-8500-b44755364531,"Department of Chemistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041462,2006/2007
MorganBarber,secretary,4eac2918-580b-4baa-8700-cb530720942b,"Department of Animal and Environmental Biology",5bd40d68-a530-2d24-496c-f7d9e6be64ef,0,PEDU0041702,2006/2007
MorganBarry,teacher,ed312ecf-9fee-44dd-ab09-09368ebcaeb7,"Department of English and Literature",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0017330,2006/2007
MorganGallagher,secretary,9e166c4d-6daf-4cf7-8d5d-93f03a5f0f17,"Department of Computer Science",5bd40d68-a530-2d24-496c-f7d9e6be64ef,0,PEDU0041709,2006/2007
MorganHarrison,staff,b61d04f8-e960-4de3-8701-1d9c2238582c,"Department of Mechanical Engineering",,0,PEDU0041684,2010/2011
MorganHowe,teacher,542ece28-32b1-4903-8137-550a037f6656,"Department of History",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041385,2006/2007
MorganHughes,teacher,7812be76-2b96-45f2-b608-8c982443469e,"Department of Theatre Arts",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041528,2006/2007
MorganPotter,teacher,17396db6-f541-47e4-8800-ecdc0fc7bad5,"Department of Pharmacology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0032814,2006/2007
MorganPrice,teacher,64c785ad-dd1d-4e95-8909-9e9b4c3adb43,"Department of Linguistics",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041443,2006/2007
MorganWaters,teacher,778007c0-3b43-4901-931d-29a4b074afc3,"Department of Pharmaceutical Microbiology",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017314,2006/2007
MuhammadWalsh,staff,d5b50aa3-0ca7-4720-9e09-092312dc8b5d,"Department of Aerospace Engineering",,0,PEDU0041672,2010/2011
NaomiBurgess,secretary,896a7076-2638-40a2-8e56-86db2b3a5a32,"Department of Linguistics",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041731,2007/2008
NaomiDavidson,secretary,7e499417-c6e8-4319-a409-9b2f82aeb3e0,"University Administration and Services",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041696,2006/2007
NaomiDickinson,teacher,521b9562-e25e-414f-8938-564ff3444833,"Department of Physiology",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0041522,2006/2007
NaomiWall,secretary,4e22cad2-7fe8-45ff-b645-69e81e3f3cc8,"Department of Aerospace Engineering",5bd40d68-a530-2d24-496c-f7d9e6be64ef,0,PEDU0041738,2008/2009
NatashaAndrews,teacher,8fdfd950-7792-44ef-b101-1a6db18c6e40,"Department of Medical Laboratory Science",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0041521,2006/2007
NatashaBennett,secretary,de3df69d-5654-4b4c-b339-57fac4ff2246,"Department of Theatre Arts",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041733,2008/2009
NathanButcher,teacher,c6b3229b-1002-4d30-ad09-9a0be9af514e,"Department of Animal and Environmental Biology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022056,2006/2007
NathanHobbs,staff,a6041f38-b084-4ef6-b700-cf8c08e4e286,"Department of Microbiology",,0,PEDU0041629,2009/2010
NathanRead,teacher,fa7c28ef-acb8-469c-a800-ee4bdecfe422,"Department of Fine and Applied Art",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041294,2006/2007
NiamhDale,secretary,08677423-ada0-4144-b559-89b5ee8975b8,"Department of Mental Health",5bd40d68-a530-2d24-496c-f7d9e6be64ef,0,PEDU0041722,2007/2008
NiamhHussain,teacher,64ab2d6a-0bb8-4b56-b500-aef46a134bf2,"Department of Microbiology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041352,2006/2007
NiamhWalsh,teacher,67df333d-81a5-4494-b653-83dd948adf9d,"Department of Geology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041422,2006/2007
NicholasDavison,teacher,08532144-2ba7-4ca0-8340-64d9235573fe,"Department of Pharmaceutics",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041284,2006/2007
NicholasSimpson,teacher,d456b3c9-0beb-4560-a202-2d7303659d42,"Department of Periodontics Dentistry",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0022094,2006/2007
NicoleDobson,secretary,fe833711-906f-4e2e-af01-1e872e58e50c,"Department of Anaesthesiology",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041719,2007/2008
NicoleFraser,teacher,f48a4da7-14ab-44e8-9b00-f1b13b980a29,"Department of Periodontics Dentistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041494,2006/2007
NicoleMiles,teacher,65ab89fb-c061-4361-9925-3717fe15c37a,"Department of Mathematics",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041423,2006/2007
NicoleSharpe,teacher,91092914-b5af-4444-a500-f8e464b406c0,"Institute of Sport",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041406,2006/2007
NicoleWilliams,teacher,262a68c0-59c7-4723-9704-4e197655853f,"Department of Community Health",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041432,2006/2007
NoahButler,teacher,0e53dfc6-b377-479f-b833-519224c6c625,"Department of Philosophy",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041297,2006/2007
NoahMartin,teacher,1c7dcb9c-166f-4369-a900-aee736e7c06c,"Department of Animal and Environmental Biology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0032798,2006/2007
NoahOwens,staff,ee90a1d1-1050-4740-8100-0c5610707580,"College of Medical Sciences",41f87df9-0cbe-1244-3da3-a0051e7e923c,0,PEDU0041638,2010/2011
NoahShort,teacher,b0b90f88-e29a-4309-b905-5f1afa8723b4,"Department of Computer Science",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0022022,2006/2007
OliverBlackburn,teacher,5e4d972a-e7b2-4bbd-9f00-a187e5dabd26,"Department of Pharmacognosy",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041285,2006/2007
OliverCartwright,teacher,fb1dd1a2-33be-4f32-9107-7f948da8e6b5,"Department of Anatomy",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0017326,2006/2007
OliverGiles,teacher,138cfdb2-2b97-4a99-b011-171b906e148f,"Department of English and Literature",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0017331,2006/2007
OliverLee,teacher,e2002ea6-4ccc-47d6-8d08-8d8513cec2bd,"Department of Aerospace Engineering",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0017348,2006/2007
OliverMarsh,teacher,6673a804-07fb-4ad0-bc00-b4018813a270,"Institute of Sport",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041335,2006/2007
OliverMorgan,staff,fdc545b8-fef2-4790-9830-48afaac475d7,"University Administration and Services",8e3b858a-be06-4659-8100-0b9007b901d8,0,PEDU0041649,2008/2009
OliverPearce,teacher,ba4929f6-8635-475a-b400-008ecc02a0e5,"Department of Pharmaceutics",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041290,2006/2007
OliviaBell,teacher,555e197c-165b-4f4d-ab03-3a107643dfc9,"Department of Physiology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041481,2006/2007
OliviaCurtis,teacher,b8c25d05-3600-40f4-9e50-80cf259d4c8c,"Department of Surgery",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041379,2006/2007
OliviaHolt,teacher,9c6e98bd-4fe5-4705-be00-b5512caf3860,"Department of Oral Surgery & Pathology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041346,2006/2007
OliviaNash,secretary,769d6305-8a1a-4e26-8e5a-90a9b85c1ffd,"School of Dentistry",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041691,2006/2007
OliviaPoole,teacher,84f3739e-9844-4b6d-9908-8e5c61d15164,"Faculty of Pharmacy",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041403,2006/2007
OllieGiles,teacher,c16103a4-a77e-4456-8400-e55287c30a7f,"Department of Obsterics & Gynaecology",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017321,2006/2007
OscarBarker,teacher,e5e38260-eb61-4401-a500-a49b4ea190ec,"Department of Pharmacognosy",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0022112,2006/2007
OwenDay,teacher,56349d12-d307-4121-a11f-310368093ad5,"Department of Optometry",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022101,2006/2007
OwenGibbons,staff,3d0641c8-d27a-4f75-a000-c71ca36c4d4b,"Department of History",,0,PEDU0041622,2008/2009
OwenHenry,teacher,aa1a6a7a-1e5f-419d-882c-44f636b26221,"Department of Pharmaceutics",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017316,2006/2007
OwenLawrence,teacher,b3e65f7e-669f-47c2-a92e-461662f090f6,"Department of Oral Diagnosis & Radiology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041276,2006/2007
OwenReed,teacher,ef75183d-bab8-441b-8d00-dbddb718586a,"Department of Geology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0017308,2006/2007
PaigeTodd,teacher,a74b0f0c-2116-4f80-a500-a97bcc8c57c6,"Department of Geology",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0041357,2006/2007
PatrickBurgess,teacher,7f9f3b49-ddc5-461b-9205-050a96ca56d0,"Department of Mental Health",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0032818,2006/2007
PeterBooth,staff,0a8030bc-7798-43fe-a500-d91d7bb5875f,"Department of Animal and Environmental Biology",,0,PEDU0041616,2007/2008
PeterCameron,teacher,3dc55f50-af52-4bb2-be00-e20f2bf96b4d,"Department of Periodontics Dentistry",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0017296,2006/2007
PeterHargreaves,staff,31a871f4-12ba-4b03-ad0e-144b7e524802,"College of Medical Sciences",41f87df9-0cbe-1244-3da3-a0051e7e923c,0,PEDU0041637,2010/2011
PeterPerkins,teacher,f03c0309-5771-4a15-8607-7c1c55137019,"Department of Mathematics",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0041318,2006/2007
PeterRice,staff,492c04c6-837f-44aa-971d-29078886b051,"University Administration and Services",8e3b858a-be06-4659-8100-0b9007b901d8,0,PEDU0041648,2008/2009
PhoebeNewton,teacher,5bb11700-fe68-4f06-a800-ccc0b907f484,"Institute of Sport",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041534,2006/2007
PhoebeStokes,teacher,6a67e30b-92f5-4661-bf02-0220a5910d26,"Department of Pharmacology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041430,2006/2007
PoppyBarnett,teacher,50f7d64b-ba56-4816-8100-c695d424479e,"Department of Pharmaceutics",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0041470,2006/2007
PoppyChambers,teacher,04687031-eb29-4811-a008-8b170576771e,"Department of Anaesthesiology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041514,2006/2007
PoppyGill,teacher,7e97b9d9-62ee-4797-9502-2af29856dae8,"Department of Computer Science",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041463,2006/2007
PoppyLane,teacher,407dbc92-adf2-4efb-a300-f7045eb147b5,"Department of Pharmacognosy",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041429,2006/2007
PoppyNewton,staff,f5a5022c-b006-4758-a82c-4440d0f7b841,"Department of Microbiology",,0,PEDU0041558,2007/2008
PoppyPalmer,staff,31a6e9bb-5727-4906-9508-081642766ae3,"Department of Anaesthesiology",,0,PEDU0041543,2006/2007
RebeccaMurray,teacher,8731d18a-741f-4631-bf58-8836708b0861,"Department of Preventive Dentistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041495,2006/2007
ReeceCharlton,teacher,7633a785-0285-41dc-8e07-7f82dd70dc41,"Department of Preventive Dentistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0017298,2006/2007
ReeceHope,teacher,3163567b-eef5-4bcf-b828-4066eb3c42ae,"Institute of Sport",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041323,2006/2007
ReeceWest,teacher,553f2c2d-4510-49b0-bd52-822ac17b2e8c,"Department of Aerospace Engineering",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017347,2006/2007
RhysBennett,teacher,fa9b3192-7dfd-434d-ba05-5adb105e3e73,"Department of Microbiology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022100,2006/2007
RhysCole,teacher,514094cc-1b8f-4b99-8407-7ebc147996cc,"Department of Pharmaceutical Chemistry",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0032810,2006/2007
RhysDavison,teacher,50e973e7-dc3b-45be-8e00-f911c22f7528,"Institute of Sport",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041336,2006/2007
RhysField,teacher,c907933a-b4df-4c6d-8352-8286320c6a0d,"Department of Pharmacology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022113,2006/2007
RhysJennings,teacher,9e05ab11-2f32-4089-be3a-5846d7d0c30c,"Department of Preventive Dentistry",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022054,2006/2007
RhysWilliamson,teacher,be1f2989-eec8-4eda-8500-cb75837a3ad1,"Department of Obsterics & Gynaecology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022036,2006/2007
RileyGiles,teacher,e17f56d0-9990-4de8-8804-4f372b5679d6,"Department of Chemistry",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0022021,2006/2007
RileyKnight,teacher,4e562543-d115-48ec-9100-0b484324217f,"Department of Anatomy",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022038,2006/2007
RileyNorth,teacher,22d8c9f4-e585-41ff-a100-bc08ead768d4,"Department of Restorative Dentistry",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022096,2006/2007
RileySimpson,staff,5acd6afb-b8a1-4fd9-a100-a46fefc3e796,"Exams & Records",,0,PEDU0041646,2010/2011
RobertHoughton,teacher,4d876fbf-0498-4c06-bd00-dda5e978a4cd,"Department of Pharmaceutics",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0032812,2006/2007
RobertWatkins,teacher,5f763059-245f-4286-9800-e7f49323dd64,"Department of Surgery",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0032820,2006/2007
RosiePorter,teacher,b90bbebf-8863-4738-9c00-eae5514a57fe,"Institute of Sport",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041540,2006/2007
RubyHopkins,teacher,ea16e2d8-e880-40ee-a01a-26d0c0c143f0,"Department of Pharmacology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041373,2006/2007
RyanFitzgerald,teacher,0047730e-af50-421d-8a3c-6068cb6a10fc,"Institute of Sport",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0032790,2006/2007
RyanStone,staff,1c2b92aa-267b-4e7b-b400-eb8ccc2893b0,"Department of Community Health",,0,PEDU0041604,2006/2007
SamCartwright,teacher,6288bd71-8f45-46fa-8500-a939316e1a22,"Department of Linguistics",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041269,2006/2007
SamChapman,staff,d55a6c9b-9c32-4679-a01e-30b8bbd805c7,"Department of Microbiology",,0,PEDU0041660,2008/2009
